rec_id,t_id,term_id,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
13042,2714,SI-2.2,निरूहबस्ति-अयोगः,nirūhabasti-ayogaḥ,nirUhabasti-ayogaH,2712,0,complications due to inadequate administration of nirUha,"the disorder is characterized by śiroruk [headache], hRudayaruk [pain in the pericordial region/ angina pectoris], gudaruk [pain in anal region], bastiruk [pain in basti/ urinary bladder region], li~ggaruk [pain in genital region], śoPaḥ [oedema], pratiśyāyaḥ [cold, catarrh], vikartikā [gripping pain], hRullāsikā [nausea], mārutasa~ggaḥ/vātasa~ggaḥ/vātagrahaḥ [retention of vāyu/ flatus], mUtrasa~ggaḥ [obstruction/retention in passage of urine], śvāsaḥ [breathlessness/difficult breathing], prasekaḥ [excessive salivation], hRudayāśuddhiḥ/hRut-aśuddhiḥ [precordial discomfort with nausea], kukśhi-aśuddhiḥ [feeling of fullness of abdomen], kaPapittotkleśaḥ [aggravation of kapha and pitta], ādhmānam [abdominal distension], aruciḥ/arocakaḥ [tastelessness], Cardiḥ [vomiting], tandrā [drowsiness/lassitude], staimityam [a sensation of being covered with wet clothes], agnisādaḥ [diminution of agni (digestive power)], gurugātratā/gauravam [heaviness of the body], paridāhaḥ/vidāhaḥ [severe burning sensation], kaNDUḥ [itching], viTsa~ggaḥ/viTgrahaḥ [retension of faeces], Bramaḥ [giddiness or dizziness], piTakā/piTikā [papules]",Ca.Si.1/42; As.Su.28/46,1
13043,2715,SI-2.3,निरूह-मिथ्यायोग/आस्थापनस्य व्यापदः,nirūha-mithyāyoga/āsthāpanasya vyāpadaḥ,nirUha-mithyAyoga/AsthApanasya vyApadaH,2712,0,complications of inorder administration of nirUha,,Su.Ci.37/47,1
13044,2716,SI-2.3.1,अजीर्ण-अतिस्निग्ध-पीतस्नेहानां आस्थापनव्यापदः,ajīrṇa-atisnigdha-pītasnehānāṃ āsthāpanavyāpadaḥ,ajIrNa-atisnigdha-pItasnehAnAM AsthApanavyApadaH,2715,0,nirUhavyāpad in over oleated,"the disorder is characterized by dUśhyodaram [clinical features of dUśhyOdara], mUrcCā [syncope/attacks of swooning], śvayathuḥ [oedema]",Ca.Si.2/15,1
13045,2717,SI-2.3.2,"उत्क्लिष्टदोष, मन्दाग्नेर आस्थापनस्य व्यापदः","utkliṣṭadoṣa, mandāgnera āsthāpanasya vyāpadaḥ","utkliShTadoSha, mandAgnera AsthApanasya vyApadaH",2715,0,"nirUhavyāpad in provoked dōṣha, weak diagestive power",the disorder is characterized by tIvra-arocakaḥ [severe type of anorexia],Ca.Si.2/15,1
13046,2718,SI-2.3.3,यानक्लान्तस्य आस्थापनस्य व्यापदः,yānaklāntasya āsthāpanasya vyāpadaḥ,yAnaklAntasya AsthApanasya vyApadaH,2715,0,nirUhavyāpad in exhaustion due to riding,the disorder is characterized by āśu dehaṁ śośhayet [instantaneous emaciation of the body],Ca.Si.2/15,1
13047,2719,SI-2.3.4,अतिदुर्बल-क्षुतार्त-तृष्णार्त-श्रमार्तानां आस्थापनव्यापदः,atidurbala-kṣutārta-tṛṣṇārta-śramārtānāṃ āsthāpanavyāpadaḥ,atidurbala-kShutArta-tRuShNArta-SramArtAnAM AsthApanavyApadaH,2715,0,"nirUhavyāpad in weak, hugry, thirsty, exhausted",the disorder is characterized by āśu dehaṁ śośhayet [instantaneous emaciation of the body],Ca.Si.2/15,1
13048,2720,SI-2.3.5,अतिकृशस्य आस्थापनव्यापदः,atikṛśasya āsthāpanavyāpadaḥ,atikRuSasya AsthApanavyApadaH,2715,0,nirUhavyāpad in lean person,the disorder is characterized by kārśyaṁ punarjanayet [causes more emaciation],Ca.Si.2/15,1
13049,2721,SI-2.3.6,"भुक्तभक्त,पीतोदकस्य आस्थापनस्य व्यापदः","bhuktabhakta,pītodakasya āsthāpanasya vyāpadaḥ","BuktaBakta,pItodakasya AsthApanasya vyApadaH",2715,0,nirUhavyāpad after food and drink,the disorder is characterized by kśhipraṁ ghorān vikārā~jjanayet [instantaneous serious ailments],Ca.Si.2/15,1
13050,2722,SI-2.3.7,वमितविरिक्तयो आस्थापनव्यापदः,vamitaviriktayo āsthāpanavyāpadaḥ,vamitaviriktayo AsthApanavyApadaH,2715,0,nirUhavyāpad following therapeutic emesis ans purgation,the disorder is characterized by rUkśhaṁ śarIraṁ nirUhaḥ kśhataṁ kśhāra iva dahet [administration of niruha vasti burns his dehydrated body as if it is ulcerated by the application of alkalis],Ca.Si.2/15,1
13051,2723,SI-2.3.8,कृतनस्त:कर्मण,kṛtanasta:karmaṇa,kRutanasta:karmaNa,2715,0,nirUhavyāpad following errhine therapy,the disorder is characterized by BRuśasaṁruddhasrotasaḥ viBraṁśam (indriyāNāṁ viBraṁśam) [obstruction of channels of circulation causes impairment of senses],Ca.Si.2/15,1
13052,2724,SI-2.3.9,क्रुद्धभीतयो आस्थापनव्यापदः,kruddhabhītayo āsthāpanavyāpadaḥ,kruddhaBItayo AsthApanavyApadaH,2715,0,nirUhavyāpad in condition of anger and fright,the disorder is characterized by Urdhvam upaplavet [agitation in upper part of the body],Ca.Si.2/15,1
13053,2725,SI-2.3.10,मत्त मूर्च्छितयोर आस्थापनस्य व्यापदः,matta mūrcchitayora āsthāpanasya vyāpadaḥ,matta mUrcCitayora AsthApanasya vyApadaH,2715,0,nirUhavyāpad in intoxicated and faint,the disorder is characterized by cittopaghātaḥ [mental damage],Ca.Si.2/15,1
13054,2726,SI-2.3.11,प्रसक्त च्छर्दिर्निष्ठीविका श्वास कासहिक्कार्तानां आस्थापनस्,prasakta cchardirniṣṭhīvikā śvāsa kāsahikkārtānāṃ āsthāpanas,prasakta cCardirniShThIvikA SvAsa kAsahikkArtAnAM AsthApanas,2715,0,"nirUhavyāpad in person with vomiting, ptyalism, dyspnea, cough, singultus",the disorder is characterized by vāyurUrdhvaṁ bastiṁ nayet [enema moves upward due to aggravated vāyu],Ca.Si.2/15,1
13055,2727,SI-2.3.12,बद्धच्छिद्रोदकोदराध्मानार्तानां आस्थापनव्यापदः,baddhacchidrodakodarādhmānārtānāṃ āsthāpanavyāpadaḥ,baddhacCidrodakodarAdhmAnArtAnAM AsthApanavyApadaH,2715,0,"nirUhavyāpad in person with, obstructive intestine, perforated intestine, ascites,",the disorder is characterized by BRuśataram ādhmāpya prāNān hiṁsyāt [severe distention leads to death],Ca.Si.2/15,1
13056,2728,SI-2.3.13,अलसकविसूचिकामप्रजातामातिसारिणां आस्थापनव्यापदः,alasakavisūcikāmaprajātāmātisāriṇāṃ āsthāpanavyāpadaḥ,alasakavisUcikAmaprajAtAmAtisAriNAM AsthApanavyApadaH,2715,0,"nirUhavyāpad in intestinal torpor, cholera, diarrhea",the disorder is characterized by āmadośhaḥ [clinical features of āma],Ca.Si.2/15,1
13057,2729,SI-2.3.14,मधुमेहकुष्ठिनो आस्थापनव्यापदः,madhumehakuṣṭhino āsthāpanavyāpadaḥ,madhumehakuShThino AsthApanavyApadaH,2715,0,nirUhavyāpad in diabetes and integumentary disorder,the disorder is characterized by vyādheḥ punarvRuddhiḥ [aggravates the clinical features of madhumEha kuśhTa],Ca.Si.2/15,1
13058,2730,SI-3,अनुवासन/स्नेह बस्तिकर्म चिकित्सापचारः,anuvāsana/sneha bastikarma cikitsāpacāraḥ,anuvAsana/sneha bastikarma cikitsApacAraH,2698,0,disorders due to improper medicated oily enema,,,1
13059,2731,SI-3.1,अनुवासनातियोगः/स्नेहबस्ति-अतियोगः,anuvāsanātiyogaḥ/snehabasti-atiyogaḥ,anuvAsanAtiyogaH/snehabasti-atiyogaH,2730,0,complications due to over administration of medicated oily enema,"the disorder is characterized by hRullāsaḥ [nausea], mohaḥ [confusion/delirium], klamaḥ [exhaustion without exertion], sādaḥ [exhaustion or tirednes of body], mUrcCā [syncope/attacks of swooning], vikartikā [gripping pain], dāhaḥ [burning sensation], pravāhakaraḥ [continuous discharge], artikaraḥ [creates pain/ distress]",Ca.Si.1/46; Su.Ci.37/66; As.Su.28/47,1
13060,2732,SI-3.2,अनुवासनवस्त्ययोगः/स्नेहबस्ति-अयोगः,anuvāsanavastyayogaḥ/snehabasti-ayogaḥ,anuvAsanavastyayogaH/snehabasti-ayogaH,2730,0,complications due to inadequate administration of medicated oily enema,"the disorder is characterized by adhaḥśarIraruk [pain in lower part of the body], udararuk [pain in abdomen], bāhuruk [pain in arms], pRuśhTharuk [pain in back], pārśvaruk [pain in sides of chest/flanks], rUkśhagātram [dryness of the body], kharagātram [roughness of the body], viTgrahaḥ [obstruction in the passage of stool], mutragrahaḥ [obstruction/retention in the passage of urine], samIraNagrahaḥ [obstruction in the passage flatus]",Ca.Si.1/45; Su.Ci.37/66; As.Su.28/47,1
13061,2733,SI-3.3,अनुवासन-मिथ्यायोगः,anuvāsana-mithyāyogaḥ,anuvAsana-mithyAyogaH,2730,0,complications of improper administration medicated oily enema,,Ca.Si.2/18,1
13062,2734,SI-3.3.1,अभुक्तभक्तस्य अनुवासनव्यापदः,abhuktabhaktasya anuvāsanavyāpadaḥ,aBuktaBaktasya anuvAsanavyApadaH,2733,0,anuvāsanavyāpad in empty stomach,the disorder is characterized by Urdhvam ativartate snehaḥ [oil enema spreads upwards],Ca.Si.2/18,1
13063,2735,SI-3.3.2,नवज्वर पाण्डुरोग कामला प्रमेहिणां अनुवासनस्य व्यापदः,navajvara pāṇḍuroga kāmalā pramehiṇāṃ anuvāsanasya vyāpadaḥ,navajvara pANDuroga kAmalA pramehiNAM anuvAsanasya vyApadaH,2733,0,"anuvāsanavyāpad during first six days of jvara , anaemia, jaundice, diabetics",the disorder is characterized by udaram [abdominal enlargement / clinical features of ascites],Ca.Si.2/18,1
13064,2736,SI-3.3.3,अर्शसस्य अनुवासनव्यापदः,arśasasya anuvāsanavyāpadaḥ,arSasasya anuvAsanavyApadaH,2733,0,anuvāsanavyāpad in haemorrhoids,the disorder is characterized by arśāṁsi aBiśhyandya ādhmānaṁ kuryāt [stickiness in the piles leading to abdominal distension],Ca.Si.2/18,1
13065,2737,SI-3.3.4,अरोचकार्तस्य अनुवासनस्य व्यापदः,arocakārtasya anuvāsanasya vyāpadaḥ,arocakArtasya anuvAsanasya vyApadaH,2733,0,anuvāsanavyāpad in anorexia,the disorder is characterized by annagRuddhiṁ hanyāt [impairs desire for food],Ca.Si.2/18,1
13066,2738,SI-3.3.5,मन्दाग्नि-दुर्बलयोः अनुवासनव्यापदः,mandāgni-durbalayoḥ anuvāsanavyāpadaḥ,mandAgni-durbalayoH anuvAsanavyApadaH,2733,0,"anuvāsanavyāpad in weak diagestive power, emaciated",the disorder is characterized by mandataram agniṁ kuryāt [diminution of agni],Ca.Si.2/18,1
13067,2739,SI-3.3.6,प्रतिश्यायप्लीहादिमतां अनुवासनव्यापदः,pratiśyāyaplīhādimatāṃ anuvāsanavyāpadaḥ,pratiSyAyaplIhAdimatAM anuvAsanavyApadaH,2733,0,"anuvāsanavyāpad in rhinitis, splenomegaly",the disorder is characterized by BRuśam utkliśhTadośhāNāṁ BUya eva dośhaṁ vardhayet [excessive aggravation of the already aggravated dośha],Ca.Si.2/18,1
13068,2740,SI-3.4,स्नेहबस्तिव्यापदः,snehabastivyāpadaḥ,snehabastivyApadaH,2730,0,complications of snehbasti,,Ca.Si.4/24,1
13069,2741,SI-3.4.1,वातावृतस्नेह-स्नेहबस्तिव्यापद्,vātāvṛtasneha-snehabastivyāpad,vAtAvRutasneha-snehabastivyApad,2740,0,anuvāsana vyāpad due to occlusion by vāta,"the disorder is characterized by a~ggamardaḥ [generalised bodyache], jvaraḥ [fever], ādhmānam [abdominal distension], śItam [feeling of cold], stamBam [rigidity/stiffness], UrupIDanam [pain in the thighs], pārśvaruk [pain in sides of chest/flanks], pārśvaveśhTanam [cramps in the sides of chest]",Ca.Si.4/28,1
13070,2742,SI-3.4.2,पित्तावृतस्नेह-स्नेहबस्तिव्यापद्,pittāvṛtasneha-snehabastivyāpad,pittAvRutasneha-snehabastivyApad,2740,0,anuvāsana vyāpad due to occlusion by pitta,"the disorder is characterized by dāhaḥ [burning sensation], rāgaḥ [redness/congestion], tRuśhā [thirst], mohaḥ [confusion/delirium], tamakaḥ [black outs], jvaraḥ [fever]",Ca.Si.4/31,1
13071,2743,SI-3.4.3,श्लेष्मावृतस्नेह-स्नेहबस्तिव्यापद्,śleṣmāvṛtasneha-snehabastivyāpad,SleShmAvRutasneha-snehabastivyApad,2740,0,anuvāsana vyāpad due to occlusion by kapha,"the disorder is characterized by tandrā [drowsiness/lassitude], śItajvaraḥ [fever with chills], ālasyaḥ [lethargy], prasekaḥ [excessive salivation], aruciḥ [tastelessness], gauravaḥ [heaviness], sammUrcCā [syncope], glāniḥ [fatigue in mind and body]",Ca.Si.4/32,1
13072,2744,SI-3.4.4,अशनावृतस्नेह-स्नेहबस्तिव्यापद्,aśanāvṛtasneha-snehabastivyāpad,aSanAvRutasneha-snehabastivyApad,2740,0,anuvāsana vyāpad due to occlusion by food,"the disorder is characterized by Cardiḥ [vomiting], mUrcCā [syncope/attacks of swooning], aruciḥ [tastelessness], glāniḥ [fatigue in mind and body], śUlam [colicky pain in the abdomen], nidrā [sleep], a~ggamardaḥ [generalised bodyache], āmali~ggāni [signs of āma], dāhaḥ [burning sensation]",Ca.Si.4/34,1
13073,2745,SI-3.4.5,विडावृतस्नेह-स्नेहबस्तिव्यापद्,viḍāvṛtasneha-snehabastivyāpad,viDAvRutasneha-snehabastivyApad,2740,0,anuvāsana vyāpad due to occlusion by feces,"the disorder is characterized by viTsa~ggaḥ [retension of faeces], mutrasa~ggaḥ [obstruction/retention in passage of urine], anilasa~ggaḥ [obstruction to the passage of flatus], artiḥ [pain], gurutvam [heaviness], ādhmānam [abdominal distension], hRudgrahaḥ [stiffness in cardiac region]",Ca.Si.4/36,1
13074,2746,SI-3.4.6,अभुक्तप्रणीत-स्नेहबस्तिव्यापद्,abhuktapraṇīta-snehabastivyāpad,aBuktapraNIta-snehabastivyApad,2740,0,anuvāsana vyāpad due to empty stomach,the disorder is characterized by Urdhvaṁ dhāvati tataḥ kaNThād UrdhveByaḥ kheBya eti [enema fluid goes up and comes out from the throat or through the orifices in the upper part of the body],Ca.Si.4/38-39,1
13075,2747,SI-4,यापनबस्ति-अतियोगः,yāpanabasti-atiyogaḥ,yApanabasti-atiyogaH,2698,0,over administration of yāpanabasti,"the disorder is characterized by śoPaḥ [oedema], agnināśaḥ [loss of agni (digestive power)], pāNDutvam [pallor], śUlam [colicky pain in the abdomen], arśaḥ [haemorrhoids], parikartikā [cutting type of pain in anus], jvaraḥ [fever], atisāraḥ [diarrhoea]",Ca.Si.12/30,1
13076,2748,SJ,रक्तमोक्षण-अपचारः,raktamokṣaṇa-apacāraḥ,raktamokShaNa-apacAraH,2614,0,complications of blood letting,,,1
13077,2749,SJ-1,रक्तमोक्षण-अयोगः,raktamokṣaṇa-ayogaḥ,raktamokShaNa-ayogaH,2748,0,complications due to inadequate blood lettting,"the disorder is characterized by śoPaḥ [oedema], dāhaḥ [burning sensation], rāgaḥ [redness/congestion], pākaḥ [inflammation/suppuration], vedanā [pain]",Su.Su.14/29,1
13078,2750,SJ-2,रक्तमोक्षण-अतियोगः,raktamokṣaṇa-atiyogaḥ,raktamokShaNa-atiyogaH,2748,0,complications due to over blood lettting,"the disorder is characterized by śiroऽBitāpaḥ [burning sensation in head], āndhyaḥ [blindness], adhimanthaḥ [eye disease - glacouma], timiraḥ [errors of refraction/partial blindness], dhātukśhayaḥ [diminution of dhātu/ emaciation], ākśhepakaḥ [convulsion], dāhaḥ [burning sensation], pakśhāghātaḥ [hemiplegia], ekā~ggavikāram [monoplegia], hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], pāNDurogaḥ [pallor/ clinical features of paNDu], maraNam [death]",Su.Su.14/30,1
13079,2751,SJ-3,रक्तमोक्षमिथ्यायोग,raktamokṣamithyāyoga,raktamokShamithyAyoga,2748,0,complications due to inadequate blood lettting,"the disorder is characterized by gamBIra-śvayathuḥ [profound swelling], stamBaḥ [rigidity/stiffness], kampaḥ [tremors], snāyu-āmayāḥ [diseases of tendons and veins], sirā-āmayāḥ [diseases of tendons and veins], glāniḥ [fatigue in mind and body], vātotthāḥ vikārāḥ [other diseases of vāta origin]",Su.Su.14/29,1
13080,2752,SJ-4,दुष्टरक्तस्तंभनम्,duṣṭaraktastaṃbhanam,duShTaraktastaMBanam,2748,0,arresting of vitiated rakta,"the disorder is characterized by raktapittam [bleeding disorder], jvaraṁ [fever], tRuśhNā [thirst], agnisādam [diminution of agni (digestive power)], arocakam [tastelessness], kāmalām [clinical features of kāmalā], śvayathum [swelling], gudasaṁśrayaṁ śUlam [anal pain], va~gkśhaNasaṁśrayaṁ śUlam [pain in groins], kaNDUḥ [itching], aruḥ [redness], koThaḥ [wheal like skin eruptions], piDakā [papule/ eruptions], kuśhThaḥ  [skin diseases], pāNDu [clinical features of pāNDu], vātavibandham [obstruction to passage of flatus], mUtravibandham [obstruction to passage of urine], purIśhavibandham [retention/obstruction to passage of feces], śirorujam [headache], staimityam [a sensation of being covered with wet clothes], gurugātratvam [heaviness of the body], anyāḥ raktajāḥ gadāḥ [other diseases of rakta origin]",Ca.Ci.14/178-179,1
13081,2753,SK,नस्यकर्म-चिकित्सापचारः,nasyakarma-cikitsāpacāraḥ,nasyakarma-cikitsApacAraH,2614,0,complications of errhine therapy,,,1
13082,2754,SK-1,नस्य-अतियोगः,nasya-atiyogaḥ,nasya-atiyogaH,2753,0,complications of over errhine therapy,"the disorder is characterized by śiroऽrtiḥ [headache], akśhi-artiḥ [pain in eyes], śa~gkha-artiḥ [pain in temporal parts], śravaNa-artiḥ [pain in ears], śirastodaḥ [pricking type of pain in head], akśhitodaḥ [pricking type of pain in eyes], śa~gkhatodaḥ [pricking type of pain in temporal parts], śravaNatodaḥ [pricking type of pain in ears], timiram [fainting/ blackouts/ partial blindness]",Ca.Si.1/52; Ah.U.19/16; Ma.Ni.58/10,1
13083,2755,SK-2,नस्य-अयोगः,nasya-ayogaḥ,nasya-ayogaH,2753,0,complications due to inadequate errhine therapy,"the disorder is characterized by galopalepaḥ [adhesion of sticky material in the throat], śiraso gurutvam [heaviness of the head], niśhThIvanam [spitting]",Ca.Si.1/52,1
13084,2756,SK-3,नस्य-मिथ्यायोगः/शिरोविरेचनमिथ्यायोगः/नस्यव्यापदः,nasya-mithyāyogaḥ/śirovirecanamithyāyogaḥ/nasyavyāpadaḥ,nasya-mithyAyogaH/SirovirecanamithyAyogaH/nasyavyApadaH,2753,0,complications due to improper errhine therapy,,Ca.Si.2/21;Ca.Si.12/13; Su.Ci.40/39; As.Su.29/10,1
13085,2757,SK-3.1,अजीर्णि-भुक्तभक्तयोर्नस्यव्यापदः,ajīrṇi-bhuktabhaktayornasyavyāpadaḥ,ajIrNi-BuktaBaktayornasyavyApadaH,2756,0,nasyavyāpad in indigestion,"the disorder is characterized by kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], Cardiḥ [vomitings], pratiśyāyaḥ [cold, catarrh]",Ca.Si.2/21,1
13086,2758,SK-3.2,पीतस्नेहमद्यतोयपातुकामानां नस्यव्यापदः,pītasnehamadyatoyapātukāmānāṃ nasyavyāpadaḥ,pItasnehamadyatoyapAtukAmAnAM nasyavyApadaH,2756,0,"nasyavyāpad after having wine, oil, water","the disorder is characterized by mukhasrāvaḥ [salivation], nāsāsrāvaḥ [discharge from the nose], akśhyupadehaḥ [stickiness of eyes], timiraḥ [errors of refraction/partial blindness], śirorogaḥ [diseases of the head]",Ca.Si.2/21,1
13087,2759,SK-3.3,स्नातशिरसः नस्यव्यापदः,snātaśirasaḥ nasyavyāpadaḥ,snAtaSirasaH nasyavyApadaH,2756,0,nasyavyāpad in head bath,"the disorder is characterized by pratiśyāyaḥ [cold, catarrh]",Ca.Si.2/21,1
13088,2760,SK-3.4,क्षुधार्तस्य नस्यव्यापदः,kṣudhārtasya nasyavyāpadaḥ,kShudhArtasya nasyavyApadaH,2756,0,nasyavyāpad in hungry,the disorder is characterized by vātaprakopaḥ [clinical features of vāta prakopa],Ca.Si.2/21,1
13089,2761,SK-3.5,तृष्णार्तस्य नस्यव्यापदः,tṛṣṇārtasya nasyavyāpadaḥ,tRuShNArtasya nasyavyApadaH,2756,0,nasyavyāpad in thirsty,"the disorder is characterized by tRUśhNāBivRuddhiḥ [intense thirst], mukhaśośhaḥ [dryness of mouth]",Ca.Si.2/21,1
13090,2762,SK-3.6,श्रान्तपिपासितक्षुधितानां वमनव्यापदः,śrāntapipāsitakṣudhitānāṃ vamanavyāpadaḥ,SrAntapipAsitakShudhitAnAM vamanavyApadaH,2756,0,"vamanavyāpat in exhausted, thirsty, hungry",the disorder is characterized by cittopaghātaḥ [mental damage],Ca.Si.2/9,1
13091,2763,SK-3.7,शस्त्रदण्डहतयो नस्यव्यापदः,śastradaṇḍahatayo nasyavyāpadaḥ,SastradaNDahatayo nasyavyApadaH,2756,0,nasyavyāpad in iinjury with weapon or stick,the disorder is characterized by tIvrataraṁ rujam [excruciating pain],Ca.Si.2/21,1
13092,2764,SK-3.8,व्यवायव्यायामपानक्लान्तानां नस्यव्यापदः,vyavāyavyāyāmapānaklāntānāṃ nasyavyāpadaḥ,vyavAyavyAyAmapAnaklAntAnAM nasyavyApadaH,2756,0,"nasyavyāpad in exhaustion due to coitus, excercise or alcohol","the disorder is characterized by śiraḥpIDanam [pain in head], skandhapIDanam [pain in shoulders], netrapIDanam [pain in eyes], uraḥpIDanam [pain in chest]",Ca.Si.2/21,1
13093,2765,SK-3.9,नवज्वरशोकाभितप्तयो नस्यव्यापदः,navajvaraśokābhitaptayo nasyavyāpadaḥ,navajvaraSokABitaptayo nasyavyApadaH,2756,0,"nasyavyāpad in fever during first six days, grief","the disorder is characterized by timiraḥ [errors of refraction/partial blindness], jvaravRuddhiḥ [aggravation of fever]",Ca.Si.2/21,1
13094,2766,SK-3.10,विरिक्तस्य नस्यव्यापदः,viriktasya nasyavyāpadaḥ,viriktasya nasyavyApadaH,2756,0,nasyavyāpad in therapeutic purgation,the disorder is characterized by indriyopaghātaḥ [affliction of sense organs],Ca.Si.2/21,1
13095,2767,SK-3.11,अनुवासितस्य नस्यव्यापदः,anuvāsitasya nasyavyāpadaḥ,anuvAsitasya nasyavyApadaH,2756,0,nasyavyāpad in anuvāsana,"the disorder is characterized by śirogurutvam [heaviness of head],  [],  []",Ca.Si.2/21,1
13096,2768,SK-3.12,गर्भिण्या नस्यव्यापदः,garbhiṇyā nasyavyāpadaḥ,garBiNyA nasyavyApadaH,2756,0,nasyavyāpad in gravida,"the disorder is characterized by garBaṁ stamBayet [growth of foetus is arrested], kāNaḥ [blind by one eye], kuNiḥ [with deformity of upper limbs/ hump backed], pakśhahataḥ [hemiplegic], pIThasarpI [with deformity of the lower limbs]",Ca.Si.2/21,1
13097,2769,SK-3.13,नवप्रतिश्यायार्तस्य नस्यव्यापदः,navapratiśyāyārtasya nasyavyāpadaḥ,navapratiSyAyArtasya nasyavyApadaH,2756,0,nasyavyāpad in rhinitis,the disorder is characterized by srotāṁsi vyāpādayet [morbidity to channels of circulation],Ca.Si.2/21,1
13098,2770,SK-3.14,अनृतौ दुर्दिने च नस्यव्यापदः,anṛtau durdine ca nasyavyāpadaḥ,anRutau durdine ca nasyavyApadaH,2756,0,nasyavyāpad due to untimely administration,"the disorder is characterized by śItadośhāḥ [ailments due to cold], pUtinasyaḥ [putrified rhinitis], śirorogaḥ [diseases of the head]",Ca.Si.2/21,1
13099,2771,SK-4,स्नेहननस्य-अयोगः/हीनयोगः,snehananasya-ayogaḥ/hīnayogaḥ,snehananasya-ayogaH/hInayogaH,2753,0,inadequate unctuos enrrhine therapy,"the disorder is characterized by vātavaiguNyam [derangement/impairment of vāta], indriyāNāṁ rUkśhatā [dryness of sense organs], roga-aśāntiḥ [no relief from the disease]",Su.Ci. 40/35,1
13100,2772,SK-5,स्नेहननस्य-अतियोगः,snehananasya-atiyogaḥ,snehananasya-atiyogaH,2753,0,over administration of snehananasya,"the disorder is characterized by kaPaprasekaḥ [mucoid expectoration], śiraso gurutā [heaviness of the head], indriyaviBramaḥ [abnormality in the functioning of sense organs]",Su.Ci. 40/34,1
13101,2773,SK-6,शिरोविरेचननस्य-अयोगः/हीनयोगः,śirovirecananasya-ayogaḥ/hīnayogaḥ,Sirovirecananasya-ayogaH/hInayogaH,2753,0,inadequate of evacuatory enrrhine therapy,"the disorder is characterized by kaNDUḥ [itching], upadehaḥ [greasiness /annointing], srotasāṁ gurutā  [heaviness in the channels], kaPasaṁsravaḥ [secretion of mucus]",Su.Ci. 40/39,1
13102,2774,SK-7,शिरोविरेचननस्य-अतियोगः,śirovirecananasya-atiyogaḥ,Sirovirecananasya-atiyogaH,2753,0,over-evacuatory enrrhine therapy,"the disorder is characterized by mastulu~ggāgamaḥ [protrusion of the brain matter], vātavRuddhiḥ [features of increased vāta], indriyaviBramaḥ [abnormality in the functioning of sense organs], śirasaḥ śUnyatā [feeling of emptiness in the head]",Su.Ci. 40/40,1
13103,2775,SL,धूमपान-अपचारः,dhūmapāna-apacāraḥ,dhUmapAna-apacAraH,2614,0,complications of therapeutic smoking,,,1
13104,2776,SL-1,अकालधूमपानः,akāladhūmapānaḥ,akAladhUmapAnaH,2775,0,untimely dhUmapāna ,"the disorder is characterized by Bramaḥ/śiroBramaḥ [giddiness or dizziness], mUrcCā [syncope/attacks of swooning], śirorujā [headache], ghrāNa-dāruNopaghātaḥ  [disturbed function, injury of nose], śrotra-dāruNopaghātaḥ [disturbed function, injury of ears], akśhi-dāruNopaghātaḥ [disturbed function, injury of eyes], jihvā-dāruNopaghātaḥ [disturbed function, injury of tongue], raktapittaḥ [bleeding disorder], bādhiryaḥ [deafness/ hearing impairment], āndhyam [blindness], tRuT [thirst], mUkatvam [dumbness/ aphasia], madaḥ [intoxication]",Su.Ci.40/12,1
13105,2777,SL-2,धूमपान-अयोगः,dhūmapāna-ayogaḥ,dhUmapAna-ayogaH,2775,0,inadequate dhUmapāna ,"the disorder is characterized by aviśuddhaḥ svaraḥ [not clear voice], sakaPaḥ kaNThaḥ [throat filled with kapha/ mucus], stimito mastakaḥ [feeling of head as if wrapped with wet cloth], rogāpraśamanaḥ [disease not pacified]",Su.Ci.40/17,1
13106,2778,SL-3,धूमपान-अतियोगः,dhūmapāna-atiyogaḥ,dhUmapAna-atiyogaH,2775,0,over administration of dhUmapāna,"the disorder is characterized by tāluśośhaḥ [dryness of palate], mUrdhaśośhaḥ [feeling, dryness in head], kaNThaśośhaḥ/galaśośhaḥ [dryness in the throat], tāluparitāpaḥ/tāluparidāhaḥ [hotness in palate], mUrdhaparitāpaḥ/śiroऽBitāpaḥ [hotness in head], kaNThaparitāpaḥ/galaparidāhaḥ [hotness in throat], tRuśhā/pipāsā [thirst], mohaḥ [confusion/delirium], raktam adhikaṁ sravate/raktapittaḥ [profuse bleeding], atyarthaṁ śiroBramaḥ [severe giddiness or dizziness], mUrcCā [syncope/attacks of swooning], indriyopatāpaḥ [impairment of the functions of sense organs], Bramaḥ [giddiness or dizziness], madaḥ [intoxication], karNakśhveDaḥ [constant sound (flute like) in ear], dRuśhTirogaḥ [diseases of eyes], nāsārogaḥ [diseases of nose], daurbalyam [weakness], jvaraḥ [fever], indriyopaghātaḥ [affliction of sense organs], tālupākaḥ [inflammation of palate], dhUmāyanam [smoky/fuming sensation], Cardiḥ [vomiting], mRutyuḥ [death]",Su.Ci.40/17,1
