Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name_English,Name_English_Under_Index
1009,1039,ED-16.6,Ruju-BagandaraH/vAtakaPaja-BagandaraH,r̥ju-bhagandaraḥ/vātakaphaja-bhagandaraḥ,ऋजु-भगन्दरः/वातकफज-भगन्दरः,-,the disorder is characterized by r̥ju [forms a straight fistula],-,bhagandara due to vāta and kapha,-
1010,1040,ED-16.7,arSo-BagandaraH kaPapitta-BagandaraH,arśō-bhagandaraḥ kaphapitta-bhagandaraḥ,अर्शो-भगन्दरः कफपित्त-भगन्दरः,-,"the disorder is characterized by śōphaḥ [oedema], kaṇḍūḥ [itching at anus], dāhaḥ [burning sensation], śīghrapākaḥ [suppurates quickly], pakvabhinnē arśasaḥ mūlaṁ klēdayati [on bursting of pile mass after suppuration, there is soddening at the base], ajasraṁ srāvaḥ [continous discharge]",-,bhagandara due to kapha and pitta,-
1011,1041,ED-16.8,SambUkAvarta-BagandaraH/sAnnipAtaja-BagandaraH,śambūkāvarta-bhagandaraḥ/sānnipātaja-bhagandaraḥ,शम्बूकावर्त-भगन्दरः/सान्निपातज-भगन्दरः,-,"the disorder is characterized by pādāṁguṣṭhapramāṇapiḍakā [nodule of a size of hallux], tōdaḥ [pricking pain], dāhaḥ [burning sensation], kaṇḍūḥ [itching], apratikriyamāṇā ca pākamupaiti [if it remains untreated suppuration results], nānāvidhavarṇāsrāvaḥ/bahuvarṇarujāsrāvaḥ [discharge with various /invariable colours], pūrṇanadīśambūkāvartavat/śmbūkāvartasannibhaḥ/śambūkāvartavat [like the ridges of a snail], gatayō dārayanti [tracts damaging soft tissues], gōstanōpama-piḍakā [boil looking like the teat of cow], bahurujā [different types of pain], bahuvarṇaḥ [different types of colour], bahusrāvaḥ [excessive/copious discharge]",-,bhagandara due to three dōṣa,-
1012,1042,ED-16.9,unmArgagAmI-BagandaraH/Salyajanya-BagandaraH/kShataja-BagandaraH,unmārgagāmī-bhagandaraḥ/śalyajanya-bhagandaraḥ/kṣataja-bhagandaraḥ,उन्मार्गगामी-भगन्दरः/शल्यजन्य-भगन्दरः/क्षतज-भगन्दरः,-,"the disorder is characterized by pūyarudhirāvakīrṇamāṁsakōthaḥ [purtrifaction of muscle associated with pus and blood], jalapraklinnāyāṁ bhūmāviva kr̥mayaḥ saṁjāyantē [like, worms are generated in moist soil], kr̥mibhiḥ pārśvatō gudadāraṇam/ kr̥mayaḥ paritō gudaṁ khādantī [microorganisms damaging soft tissue of anal region], kr̥mikr̥tairmārgaiḥ vātamūtrapurīṣarētāṁsi abhinissaranti [gases,urine,stool,semen are passed through the tracts created by micro organisms.]",-,bhagandara due to trauma,-
1013,1043,ED-16.10,asAdhya-BagandaraH,asādhya-bhagandaraḥ,असाध्य-भगन्दरः,-,-,-,incurable bhagandara,-
1014,1044,ED-16.11,Bagandara-ariShTalakShaNam,bhagandara-ariṣṭalakṣaṇam,भगन्दर-अरिष्टलक्षणम्,-,"the disorder is characterized by vātamūtrapurīṣakr̥mayaḥ bhagandarāt sravati [discharge of flatus, urine, feces and worms from fistula]",-,fatal signs of bhagandara,-
1015,1045,ED-17,davathuH,davathuḥ,दवथुः,-,-,-,burning sensation of sense organs,-
1016,1046,ED-18,SoNitakledaH,(a) śoṇitakledaḥ,शोणितक्लेदः,-,-,-,Hypoviscous blood disorder (TM2) ⇒,-
1017,1047,ED-19,snAyukarogaH,(a) snāyukarogaḥ,स्नायुकरोगः,-,"It is characterised by ulceration of eruptions, a red thread like worm comes out from it which is quite long and its length gradually increases. This may be explained by: (a) Unhygienic conditions leading to vitiation of kapha, blood, skin making susceptible for worm infestation.",-,Dracunculosis disorder (TM2),-
1018,1054,ED-20,dAhaH,dāhaḥ,दाहः,-,the disorder is characterized by sarvāṅgīṇastīvraḥ santāpō dāhaḥ [severe burning sensation in all over body],-,burning sensation,-
1019,1055,ED-20.1,raktajadAhaH,raktajadāhaḥ,रक्तजदाहः,-,"the disorder is characterized by uṣyatē [warmth], tāmralōcanaḥ [coppery lusture with copper red eyes], tāmrābhaḥ [coppery lusture skin], tr̥ṣyatē [thirst], lōhāngagandha angē [emits iron like odour from the body], lōhagandha-vadanaḥ [emits iron like odour from the mouth]",-,dāha due to rakta,-
1020,1056,ED-20.2,pittaja-dAhaH,pittaja-dāhaḥ,पित्तज-दाहः,-,the disorder is characterized by pitta jvara lakṣaṇapitta jvara lakṣaṇaḥ [symptoms similar to that of dāha],-,dāha due to pitta,-
1021,1057,ED-20.3,tRuShNA-nirodhajadAhaH,tr̥ṣṇā-nirōdhajadāhaḥ,तृष्णा-निरोधजदाहः,-,"the disorder is characterized by bāhyābhyantara-dēha-dāhaḥ [internal and external burning sensation], saṁśuṣka-galaḥ [dryness of throat], saṁśuṣka-tāluḥ [dryness of palate], saṁśuṣkōṣṭham [dryness of the lips], jihvāṁ niṣkr̥ṣya vēpanam [trumbling of tongue on protrusion], mandacētasaḥ [dulling of all senses]",-,dāha due to unquenched thirst,-
1022,1058,ED-20.4,asRukpUrNakoShThajadAhaH/raktapUrNakoShThajadAhaH,asr̥kpūrṇakōṣṭhajadāhaḥ/raktapūrṇakōṣṭhajadāhaḥ,असृक्पूर्णकोष्ठजदाहः/रक्तपूर्णकोष्ठजदाहः,-,-,-,dāha due to internal bleeding,-
1023,1059,ED-20.5,dhAtukShayajadAhaH,dhātukṣayajadāhaḥ,धातुक्षयजदाहः,-,"the disorder is characterized by kriyāhīnaḥ [diminution of activities], kṣāmasvaraḥ [weak and feeble voice], tr̥ṣṇā [thirst], bhr̥śapīḍitaḥ [excessively distressed], mūrcchāḥ [syncope/attacks of swooning], sīdēt [malaise]",-,dāha due to consumption,-
1024,1060,ED-20.6,kShatajadAhaH,kṣatajadāhaḥ,क्षतजदाहः,-,"the disorder is characterized by mūrcchā [syncope/attacks of swooning], pralāpa [excess talking/irrelevant speech/incoherent speech], tr̥ṣṇā [thirst], atyartha atyartha antardāhḥ [severe internal symptoms of burning]",-,dāha due to trauma,-
1025,1061,ED-20.7,marmABighAtajadAhaH,(a) marmābhighātajadāhaḥ,मर्माभिघातजदाहः,-,-,-,Burning sensation disorder due to trauma to vulnerable area (TM2) ⇒,-
1026,1062,EE,mAMsavahasrotovikAraH,māṁsavahasrōtōvikāraḥ,मांसवहस्रोतोविकारः,-,-,-,disorders of maMsavahasrOtas,-
1027,1063,EE-1,mAMsavahasrotoduShTiH,(a) māṃsavahasrotoduṣṭiḥ,मांसवहस्रोतोदुष्टिः,-,"It is characterized by swelling, varicose veins, death, emaciation of muscles, excessive growth in muscle tissue, tumour, goiter and cervical lymphadenitis. This may be explained by derangement of channels (functional or anatomical or both) carrying muscle tissue elements.",-,Derangement of channels enriching muscle tissue pattern (TM2),-
1028,1064,EE-2,arbudaH,(a) arbudaḥ,अर्बुदः,-,"It is characterised by uncontrolled spreading of swellings associated with multiple constitutional symptoms like weight loss, severe exhaustion. This may be explained by: (a) Involvement of all the three vitiated humours, seven elementary tissues.",-,Deep rooted spreading tumour disorder (TM2),-
1029,1065,EE-2.1,vAtaja-arbudaH,vātaja-arbudaḥ,वातज-अर्बुदः,-,"the disorder is characterized by accham asram (srāvaḥ) (bhinnē) [discharging transperent blood on bursting], āyamyatē [associated with stretching], kr̥ṣṇa-granthiḥ [black swelling], amr̥du-grathiḥ [swelling which is not soft/hard swelling], tudana (tudyatē) [associated with pricking sensation], pratyasyatē [a feeling of being thrown away], bastirivātataḥ/mr̥du bastirivānaddhaḥ [distended like a basti/urinary bladder], mr̥du bastirivātataḥ/mr̥du bastirivānaddhaḥ [soft swelling as bladder], bhidyatē [a feeling of being torn down], mathyati [a feeling of being churned up], amr̥du-grathiḥ [swelling which is not soft/hard swelling], vr̥ścyati [cutting type of pain], sthānāt sthānantara sthānāt sthānantara gatiḥ [moving from one site to another], akasmāt vr̥ddhi akasmāt vr̥ddhi hāniḥ [sudden regression or progression], vyathyatē [severe distress]",-,arbuda due to vāta,-
1030,1066,EE-2.2,pittaja-arbudaH,pittaja-arbudaḥ,पित्तज-अर्बुदः,-,"the disorder is characterized by atīvōṣṇāsra-srāvaḥ (bhinnē) [profuse, warm, and bloody discharge ( on bursting)], dāhaḥ (dandahyatē) [severe burning], dhūpyati [fuming sensation], pacyatē pākaḥ (pāpacyatē)/pacyatē drutam [quick suppuration], pīta (-varṇa-)grathiḥ [yellow swelling], prajvalanam [a feeling of being burnt up], rakta (-varṇa-)grathiḥ [reddish swelling], cūṣyatē [sucking type of pain], pakvaḥ pūyaṁ sravēd ghanampakvaḥ pūyaṁ sravēd ghanam/śukla-ghana-pūya-srāvaḥ (bhinnē) [suppurated pus discharge which is thick/whitish pus discharge on bursting]",-,arbuda due to pitta,-
1031,1067,EE-2.3,kaPaja-arbudaH,kaphaja-arbudaḥ,कफज-अर्बुदः,-,"the disorder is characterized by atikaṇḍūyuta- granthiḥ [swelling with excessive itching], alparujā granthiḥ/nīrujaḥ [mild pain/painless], avivarṇa- granthiḥ/śarīra samāna varṇa granthiḥ [goat coloured swelling/body coloured], śarīra samāna varṇa avivarṇa- granthiḥ/śarīra samāna varṇa granthiḥ [goat coloured swelling/body coloured], cirābhivr̥ddhaḥ [increases over a long period of time], pāṣāṇavat saṁhananōpapannaḥ granthiḥ/ghanaḥ [swelling has the consistency of a stone], śītaḥ(sparśaḥ) granthiḥ [swelling cold on touch]",-,arbuda due to kapha,-
1032,1068,EE-2.4,raktaja-arbudaH,raktaja-arbudaḥ,रक्तज-अर्बुदः,-,"the disorder is characterized by ajasra-rudhirapravr̥ttiḥ [profuse bleeding], apākaḥ (māṁsapiṇḍaḥ) [non-suppurative], āśuvr̥ddhiḥ (māṁsapiṇḍasya) [rapid growth], unnahyati [elevated], padmākāra-śōthaḥ (tālumadhyē) [larger in size], pāṇḍuḥ [pallor], māṁsāṅkurairacita-māṁsapiṇḍam [fleshy projections forming bulky growth], sāsrāvaḥ [with discharge]",-,arbuda due to rakta,-
1033,1069,EE-2.5,mAMsaja-arbudaH,māṁsaja-arbudaḥ,मांसज-अर्बुदः,-,"the disorder is characterized by snigdhaṁ [unctuous], mahantaṁ [large in size], kaṭinaṁ [hard in nature], sirānadhdaṁ [covered with sirā/venous plexus], ananyavarṇam [same colour as skin], apākam [not suppurating], aśmōpamam [hard like a stone], apracālyam [fixed swelling], avēdanam [painless]",-,arbuda afflicting māṁsa,-
1034,1070,EE-2.6,medoja-arbudaH,mēdōja-arbudaḥ,मेदोज-अर्बुदः,-,"the disorder is characterized by arujaḥ (granthiḥ) [painless], kaṇḍūyutaḥ (granthiḥ) [swelling associated with itching sensation], piṇyāka-sarpiḥpratima-srāvaḥ (bhinnē) [on bursting discharge comes out resembling an oil cake or ghee], mahān (granthiḥ) [large swelling], śarīravr̥ddhi-kṣayavr̥ddhi-hāniḥ (granthēḥ) [swelling increases or decreases according to increase or decrease ofbody], snigdham [unctuous], mr̥du [soft], calam [mobile], ghana tāmra sita asita mēda srāvḥ ghana tāmra sita asita mēda srāvḥ bhinnē [on bursting fat discharge which is thick, coppery, white or black colour], kaṇḍūyutaḥ (granthiḥ) [swelling associated with itching sensation]",-,arbuda afflicting medo,-
1035,1072,EE-2.7,adhyarbudaH/dvirarbudaH,adhyarbudaḥ/dvirarbudaḥ,अध्यर्बुदः/द्विरर्बुदः,-,the disorder is characterized by anyat pūrvajātē janma [grows over the pre-existing one],-,paired-arbuda,-
1036,1074,EE-3,arSaH,(a) arśaḥ,अर्शः,-,"It is characterised by swollen and inflamed veins in the rectum and anus, may be associated with itching, pain, discomfort and bleeding. This may be explained by: (a) Decreased digestive and metabolic factors, vitation of vata, kapha, pitta affecting muscle, fat tissue.",-,Haemorrhoids disorder (TM2),-
1037,1075,EE-3.1,arSa-pUrvarUpam,,अर्श-पूर्वरूपम्,-,-,-,prodromes of arśas,-
1038,1076,EE-3.2,SuShka-arSaH,,शुष्क-अर्शः,-,-,-,non-exudative arśas,-
1039,1077,EE-3.3,Ardra-arSaH,,आर्द्र-अर्शः,-,-,-,exudative arśas,-
1040,1078,EE-3.4,vAtaja-arSaH,(a) vātaja-arśaḥ                      (a) śuṣka-arśaḥ,वातज-अर्शः,-,-,-,Haemorrhoid disorder due to Vata (TM2) ⇒,-
1041,1079,EE-3.5,pittaja-arSaH,(a) pittaja-arśaḥ,पित्तज-अर्शः,-,-,-,Haemorrhoid disorder due to Pitta (TM2) ⇒,-
1042,1080,EE-3.6,kaPaja-arSaH,(a) kaphaja-arśaḥ,कफज-अर्शः,-,-,-,Haemorrhoid disorder due to Kapha (TM2) ⇒,-
1043,1081,EE-3.7,raktaja-arSaH,(a) raktaja-arśaḥ                    (a) ārdra-arśaḥ,रक्तज-अर्शः,-,-,-,Haemorrhoid disorder due to blood (TM2) ⇒,-
1044,1082,EE-3.7.1,vAtAnubandharakta-arSaH,,वातानुबन्धरक्त-अर्शः,-,-,-,raktārśa associated with vāta,-
1045,1083,EE-3.7.2,kaPAnubandha-raktArSaH,,कफानुबन्ध-रक्तार्शः,-,-,-,raktārśa associated with kapha,-
1046,1084,EE-3.8,dvandvaja-arSaH,,द्वन्द्वज-अर्शः,-,-,-,arśas due to two dōṣa,-
1047,1085,EE-3.9,sannipAtaja-arSaH,,सन्निपातज-अर्शः,-,-,-,arśas due to three dōṣa,-
1048,1086,EE-3.10,sahaja-arSaH,(a) sahaja-arśaḥ,सहज-अर्शः,-,-,-,Congenital haemorrhoid disorder (TM2) ⇒,-
1049,1087,EE-3.11,uttarakAlaja-arSaH,,उत्तरकालज-अर्शः,-,-,-,acquired arśas,-
1050,1088,EE-3.12,asAdhya-arSaH,,असाध्य-अर्शः,-,-,-,intractable arśas,-
1051,1089,EE-3.13,nABija-arSaH,(a) nābhija-arśaḥ,नाभिज-अर्शः,-,-,-,Umbilical polyp disorder (TM2) ⇒,-
1052,1090,EE-3.14,meDhraja-arSaH,(a) meḍhraja-arśaḥ,मेढ्रज-अर्शः,-,"It is characterised by small linear growth over the penis. This may be explained by: (a) Morbid dosha vitiating the skin, muscle and adipose tissue causing muscular growths in the penile region.",-,Penile growth disorder (TM2),-
1053,1091,EE-3.15,mukhArSaH,,मुखार्शः,-,-,-,buccal-arśas,-
1054,1092,EE-3.16,netraja-arSaH,(a) netraja-arśaḥ,नेत्रज-अर्शः,-,"It is characterised by growth in periorbital region. This may be explained by: (a)Morbid dosha vitiating the skin, muscle and adipose tissue causing muscular growths in the eye.",-,Periorbital polyp disorder (TM2),-
1055,1093,EE-3.17,arSa-upadravaH,,अर्श-उपद्रवः,-,-,-,complications of arśas,-
1056,1094,EE-3.18,arSa-ariShTalakShaNam,,अर्श-अरिष्टलक्षणम्,-,-,-,fatal signs of arśas,-
1057,1095,EE-4,granthiH,(a) granthi,ग्रन्थिः,-,"It is characterised by movable swelling with varying size from gram seed to watermelon. May be of different characters and constitutional symptoms. This may be explained by: (a) Involvement of all the three vitiated humours, seven elementary tissues.",-,Benign tumour disorder (TM2),-
1058,1096,EE-4.1,vAtajagranthiH,vātajagranthiḥ,वातजग्रन्थिः,-,"the disorder is characterized by āyamyatē/āyāmaḥ [feeling of stretching], vyathatē [distress], tōdaḥ [pricking pain], pratyasyatē [a feeling of being thrown away], kr̥tyatē [associated with cutting sensation], bhēdam ēti [a feeling of being torn down], kr̥ṣṇaḥ (granthiḥ)/asitaḥ [blackish swelling], amr̥duḥ (granthiḥ) [swelling which is not soft/hard swelling], bastirivātataḥ [distended like a basti/urinary bladder], bhinnaḥ sravēt accham asram [on bursting clear blood discharge], akasmāt hānivr̥ddhimān [abrupt increase and decrease in selling], mr̥duḥ (granthiḥ) [soft swelling]",-,granthi due to vāta,-
1059,1097,EE-4.2,pittajagranthiH,pittajagranthiḥ,पित्तजग्रन्थिः,-,"the disorder is characterized by dāhaḥ (dandahyatē) [severe burning], dhūpyati [fuming sensation], cuṣyatē [sucking type of pain], pākaḥ (pāpacyatē) [inflammation/suppuration], prajvalanam [a feeling of being burnt up], rakta (varṇa) (granthiḥ) [reddish swelling], pīta (varṇa) (granthiḥ) [yellow swelling], atīvōṣṇāsra-srāvaḥ (bhinnē) [profuse, warm, and bloody discharge(on bursting)], drutaṁ pacyatē [quick suppuration]",-,granthi due to pitta,-
1060,1098,EE-4.3,kaPajagranthiH,kaphajagranthiḥ,कफजग्रन्थिः,-,"the disorder is characterized by śītaḥ (sparśaḥ) granthiḥ [cold swelling], avivarṇa- granthiḥ [goat coloured swelling], alparujā granthiḥ [swelling with mild pain], atikaṇḍūyuta- granthiḥ/kaṇḍūmān [swelling with excessive itching], pāṣāṇavat saṁhananōpapannaḥ granthiḥ/ghanaḥ [swelling has the consistency of a stone], cirābhivr̥ddhaḥ [increases over a long period of time], śukla-ghana-pūya-srāvaḥ (bhinnē) [discharges white and thick pus on bursting], nīrujaḥ [painless micturition], savarṇaḥ [body coloured swelling]",-,granthi due to kapha,-
1061,1099,EE-4.4,medojagranthiH,(a) medojagranthi,मेदोजग्रन्थिः,-,"It is characterised by solitary or multiple soft lipoid lump like swellings under the skin. This may be explained by: (a) Deranged digestive and metabolic factors, vitiation of kapha and fatty tissue.",-,Lipoma disorder (TM2),-
1062,1100,EE-4.5,sirAjagranthiH,(a) sirāgranthiḥ,सिराजग्रन्थिः,-,"It is characterised by visible twisted and swollen veins of the legs and feet may be associated with swelling and heaviness in the legs, itching, skin discolouration, muscle cramps. This may be explained by: (a) Aggravated vata causes tortuousness of veins.",-,Varicose veins disorder (TM2),-
1063,1101,EE-4.6,raktajagranthiH,,रक्तजग्रन्थिः,-,-,-,granthi due to rakta,-
1064,1102,EE-4.7,asthijagranthiH,,अस्थिजग्रन्थिः,-,-,-,granthi due asthi,-
1065,1103,EE-4.8,mAMsajagranthiH,,मांसजग्रन्थिः,-,-,-,granthi due to mAsMa,-
1066,1104,EE-4.9,vraNajagranthiH,,व्रणजग्रन्थिः,-,-,-,granthi due to wounds,-
1067,1105,EE-4.10,asAdhya-granthiH,,असाध्य-ग्रन्थिः,-,-,-,intractable granthi,-
1068,1106,EE-5,mAMsapAkaH,,मांसपाकः,-,-,-,myolysis,-
1069,1107,EE-6,mAMsapradoShajarogaH,,मांसप्रदोषजरोगः,-,-,-,diseases due to māṁsa,-
1070,1108,EF,medovahasrotovikAraH,,मेदोवहस्रोतोविकारः,-,-,-,disorders of mēdōvahasrōtas,-
1071,1109,EF-1,medovahasrotoduShTiH,(a) medovahasrotoduṣṭiḥ,मेदोवहस्रोतोदुष्टिः,-,"It is characterized by perspiration, oiliness of the body, dryness of the palate, non-pitting oedema and thirst. This may be explained by derangement of channels (functional or anatomical or both) fatty tissue elements.",-,Derangement of channels carrying fat pattern (TM2),-
1072,1110,EF-2,pramehaH,(a) pramehaḥ,प्रमेहः,-,It is characterised by frequent and excessive urination. This may be explained by: (a) Vitiation of kapha along with watery part of the primary structural components of the body.,-,Polyuria disorder (TM2),-
1073,1111,EF-2.1,prameha-pUrvarupam,,प्रमेह-पूर्वरुपम्,-,-,-,prodromes of pramēha,-
1074,1112,EF-2.2,kaPajapramehaH,(a) kaphajapramehaḥ,कफजप्रमेहः,-,-,-,Polyuria disorder due to Kapha (TM2) ⇒,-
1075,1113,EF-2.2.1,udakamehaH,(a) udakamehaḥ,उदकमेहः,-,-,-,Hydruria disorder (TM2) ⇒,-
1076,1114,EF-2.2.2,ikShuvAlikAmehaH,(a) ikṣuvālikāmehaḥ,इक्षुवालिकामेहः,-,-,-,Glycosuria disorder (TM2) ⇒,-
1077,1115,EF-2.2.3,sAndramehaH,(a) sāndramehaḥ,सान्द्रमेहः,-,-,-,Chyluria disorder (TM2) ⇒,-
1078,1116,EF-2.2.4,sAndraprasAdamehaH,(a) sāndraprasādamehaḥ,सान्द्रप्रसादमेहः,-,-,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2],Belluria disorder (TM2) ⇒,-
1079,1117,EF-2.2.5,SuklamehaH,(a) śuklamehaḥ,शुक्लमेहः,-,-,-,White urine disorder (TM2) ⇒,Albinuria (TM2)
1080,1118,EF-2.2.6,SukramehaH,(a) śukramehaḥ,शुक्रमेहः,-,-,-,Spermaturia disorder (TM2) ⇒,-
1081,1119,EF-2.2.7,SItamehaH,(a) śītamehaḥ,शीतमेहः,-,-,-,Polyuria disorder with cold urine (TM2) ⇒,-
1082,1120,EF-2.2.8,SanairmehaH,(a) śanairmehaḥ,शनैर्मेहः,-,-,-,Slow pace micturition disorder (TM2) ⇒,-
1083,1121,EF-2.2.9,sikatAmehaH,(a) sikatāmehaḥ,सिकतामेहः,-,-,-,Gravaluria disorder (TM2) ⇒,Lithuria (TM2)
1084,1122,EF-2.2.10,lAlAmehaH,(a) lālāmehaḥ,लालामेहः,-,-,-,Albuminuria disorder (TM2) ⇒,-
1085,1123,EF-2.2.11,surAmehaH,(a) surāmehaḥ,सुरामेहः,-,-,-,Urine resembling alcohol disorder (TM2) ⇒,-
1086,1124,EF-2.2.12,lavaNamehaH,(a) lavaṇamehaḥ,लवणमेहः,-,-,-,Polyurea disorder like salt solution (TM2) ⇒,-
1087,1125,EF-2.2.13,piShTamehaH,(a) piṣṭamehaḥ,पिष्टमेहः,-,-,-,Albunosuria disorder (TM2) ⇒,-
1088,1126,EF-2.2.14,PenamehaH,(a) phenamehaḥ,फेनमेहः,-,-,-,Frothy urine disorder (TM2) ⇒,-
1089,1127,EF-2.3,pittaja-pramehaH,(a) pittaja-pramehaḥ,पित्तज-प्रमेहः,-,-,-,Polyuria disorder due to Pitta (TM2) ⇒,-
1090,1128,EF-2.3.1,kShAramehaH,(a) kṣāramehaḥ,क्षारमेहः,-,-,-,Ash-coloured urine disorder (TM2) ⇒,-
1091,1129,EF-2.3.2,kAlamehaH/kRuShNamehaH,"(a) kālamehaḥ,                      (a) kṛṣṇamehaḥ",कालमेहः/कृष्णमेहः,-,-,-,Melanuria disorder (TM2) ⇒,-
1092,1130,EF-2.3.3,nIlamehaH,(a) nīlamehaḥ,नीलमेहः,-,-,-,Indicanuria disorder (TM2) ⇒,-
1093,1131,EF-2.3.4,lohitamehaH/raktamehaH,(a) lohitamehaḥ,लोहितमेहः/रक्तमेहः,-,It is characterised by passing of blood in the urine. This may be explained by: (a) Vitiation of pitta and blood affecting urinary tract.,-,Haematuria disorder (TM2),-
1094,1132,EF-2.3.5,ma~jjiShThAmehaH,(a) mañjiṣṭhāmehaḥ,मञ्जिष्ठामेहः,-,-,-,Haemoglobinuria disorder (TM2) ⇒,-
1095,1133,EF-2.3.6,hAridramehaH,(a) hāridramehaḥ,हारिद्रमेहः,-,-,-,Bilirubinuria disorder (TM2) ⇒,-
1096,1134,EF-2.3.7,amlamehaH,(a) amlamehaḥ,अम्लमेहः,-,-,-,Hyper-acidic urine disorder (TM2) ⇒,-
1097,1135,EF-2.4,vAtajapramehaH,(a) vātajapramehaḥ,वातजप्रमेहः,-,-,-,Polyuria disorder due to Vāta (TM2) ⇒,-
1098,1136,EF-2.4.1,vasAmehaH,(a) vasāmehaḥ,वसामेहः,-,-,-,Urine resembling intramuscular fat disorder (TM2) ⇒,-
1099,1137,EF-2.4.2,majjAmehaH,(a) majjāmehaḥ,मज्जामेहः,-,-,-,Urine resembling bone marrow disorder (TM2) ⇒,-
1100,1138,EF-2.4.3,hastimehaH,(a) hastimehaḥ,हस्तिमेहः,-,-,-,Excess and profuse urination like elephant disorder (TM2) ⇒,-
1101,1139,EF-2.4.4,madhumehaH/kShaudramehaH,(a) madhumehaḥ (a) kṣaudramehaḥ,मधुमेहः/क्षौद्रमेहः,-,"It is characterised by Increased thirst, increased urination, sweet urine, debility. This may be explained by: (a) Increased quantity of urine is due to the association of corrupted element with the watery element of the body, while the turbidity of urine is due to the specific conjunction of dosha and primary structural components of the body.",-,Diabetes mellitus disorder (TM2),-
1102,1140,EF-2.4.5,sarpirmehaH,(a) sarpirmehaḥ,सर्पिर्मेहः,-,-,-,Urine resembling ghee disorder (TM2) ⇒,-
1103,1141,EF-2.5,prameha-piDakA,(a) prameha-piḍakā,प्रमेह-पिडका,-,-,-,Carbuncles disorder due to diabetes (TM2) ⇒,-
1104,1142,EF-2.5.1,SarAvikA-pramehapiDakA,,शराविका-प्रमेहपिडका,-,-,-,saucer like-pramēha piḍakā,-
1105,1143,EF-2.5.2,kacCapikA-pramehapIDakA,,कच्छपिका-प्रमेहपीडका,-,-,-,testudinal-pramēha piḍakā,-
1106,1144,EF-2.5.3,jAlinI-pramehapIDakA,,जालिनी-प्रमेहपीडका,-,-,-,reticulated-pramēha piḍakā,-
1107,1145,EF-2.5.4,vinatA-pramehapIDakA,,विनता-प्रमेहपीडका,-,-,-,depressed-pramēha piḍakā,-
1108,1146,EF-2.5.5,alajI-pramehapIDakA,,अलजी-प्रमेहपीडका,-,-,-,scorching-pramēha piḍakā,-
1109,1147,EF-2.5.6,sarShapikA-pramehapiDakA,(a) sarṣapikā,सर्षपिका-प्रमेहपिडका,-,It is characterised by mustard seed like boils in the penis. This may be explained by: (a) Vitiated kapha and blood localising over the penis.,-,Mustard- size boils on penis disorder (TM2),-
1110,1147,EF-2.5.6,sarShapikA-pramehapiDakA,(a) sarṣapikā,सर्षपिका-प्रमेहपिडका,-,It is characterised by mustard seed like boils in the penis. This may be explained by: (a) Vitiated kapha and blood localising over the penis.,-,Mustard- size boils on penis disorder (TM2),-
1111,1148,EF-2.5.7,vidradhikA/vidradhiH/pramehapiDakA,,विद्रधिका/विद्रधिः/प्रमेहपिडका,-,-,-,abscess-pramēha piḍakā,-
1112,1149,EF-2.5.8,putriNI-pramehapIDakA,,पुत्रिणी-प्रमेहपीडका,-,-,-,multiple eruption-pramēha piḍakā,-
1113,1150,EF-2.5.9,masUrikA-pramehapiDakA,,मसूरिका-प्रमेहपिडका,-,-,-,red lentil-pramēha piḍakā,-
1114,1151,EF-2.5.10,vidArikA-pramehapiDakA,,विदारिका-प्रमेहपिडका,-,-,-,tuberculated-pramēha piḍakā,-
1115,1152,EF-2.5.11,pramehapiDakA-upadravaH,,प्रमेहपिडका-उपद्रवः,-,-,-,complications of pramēha piḍakā,-
1116,1153,EF-2.5.12,asAdhya-pramehapiDakA,,असाध्य-प्रमेहपिडका,-,-,-,irremediable pramēha piḍakā,-
1117,1154,EF-2.5.13,pramehapiDakA-ariShTaH,,प्रमेहपिडका-अरिष्टः,-,-,-,fatal signs of pramēha piḍakā,-
1118,1155,EF-2.6,apatarpaNajanyapramehaH,,अपतर्पणजन्यप्रमेहः,-,-,-,pramēha due to lack of nutrition,-
1119,1156,EF-2.7,prameha-upadravaH,,प्रमेह-उपद्रवः,-,-,-,complications of pramēha,-
1120,1157,EF-2.8,SleShmaja prameha upadrava,,श्लेष्मज प्रमेह उपद्रव,-,-,-,complication of ślēṣma japramēha,-
1121,1158,EF-2.9,pittaja prameha upadrava,,पित्तज प्रमेह उपद्रव,-,-,-,complication of pittjapramēha,-
1122,1159,EF-2.10,vAtaja prameha upadrava,,वातज प्रमेह उपद्रव,-,-,-,complication of vatajapramēha,-
1123,1160,EF-2.11,prameha-ariShTaH,,प्रमेह-अरिष्टः,-,-,-,fatal signs of pramēha,-
1124,1161,EF-3,medorogaH,(a) medorogaḥ / atisthaulyam,मेदोरोगः,-,It is characterised by excessive generalized accumulation of fat. This may be explained by: (a) increased kaphadosha and fat tissue.,-,Obesity disorder (TM2),-
1125,1162,EF-3.1,asAdhya-medorogaH,,असाध्य-मेदोरोगः,-,-,-,incurable mēdōrōga,-
1126,1163,EF-4,pramehetara-piDakA,,प्रमेहेतर-पिडका,-,-,-,non-diabetic piḍakā,-
